Submission ID;Respondent ID;Submitted at;First Name;Last Name;Linkedin;Phone;Email;Dietary requirements;T-shirt size;Emergency contact;Emergency contact Phone;Why do you want to be part of Tectonic 2026?;Would you be interested in taking on a volunteer role with a little more responsibility?;Introduce yourself! 🎥;Upload your CV;Are you volunteering through an organization?;What organisation?;What kind of shifts would you feel comfortable doing?;What kind of shifts would you feel comfortable doing? (Setup & Logistics);What kind of shifts would you feel comfortable doing? (Technical Support);What kind of shifts would you feel comfortable doing? (Guest Flow & Stewarding);What kind of shifts would you feel comfortable doing? (Info & Welcome);What kind of shifts would you feel comfortable doing? (Food & Drinks);What kind of shifts would you feel comfortable doing? (Runner & Flexible Support);What kind of shifts would you feel comfortable doing? (Stage & Session Support);When would you be available to help out at Tectonic?;When would you be available to help out at Tectonic? (October 20 - Morning (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 21 - Morning);When would you be available to help out at Tectonic? (October 21 - Afternoon);When would you be available to help out at Tectonic? (October 21 - Evening);When would you be available to help out at Tectonic? (October 22 - Morning (Breakdown));When would you be available to help out at Tectonic? (October 20 - Afternoon (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 20 - Evening (Hackathon or Setup) );How many shifts would you be willing to take on during Tectonic?;Where did you hear about the open positions?;Anything else you would like to share with us?;Untitled checkboxes field;Untitled checkboxes field (I agree that Tectonic may use the information provided in this form for the organisation and coordination of Tectonic 2026 and its volunteer team. Privacy policy - https://www.tectonicconf.eu/privacy-statement)
sub_0179;resp_0179;2026-09-26T16:00;Marie;Vermeulen;https://www.linkedin.com/in/marie-vermeulen-179;+32473066315;marie.vermeulen179@example.com;Vegetarian;L;Nina Janssens;+32487294684;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Info & Welcome, Guest Flow & Stewarding, Technical Support, Food & Drinks, Stage & Session Support, Setup & Logistics, Runner & Flexible Support;Yes;Yes;Yes;Yes;Yes;Yes;Yes;October 21 - Morning, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;Yes;;;;;Yes;1;Previous volunteer;;;Yes
sub_0180;resp_0180;2026-09-26T21:00;Noah;Peeters;https://www.linkedin.com/in/noah-peeters-180;+32474447632;noah.peeters180@example.com;;M;Jules Jacobs;+32489729340;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Setup & Logistics, Info & Welcome;Yes;;;Yes;;;;October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Afternoon, October 21 - Evening;Yes;;Yes;Yes;Yes;;;4+;Friend;;;Yes
sub_0181;resp_0181;2026-09-27T02:00;Amelie;Baert;https://www.linkedin.com/in/amelie-baert-181;+32477874568;amelie.baert181@example.com;Vegetarian;M;Liam Martens;+32489327450;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;Ekonomika;Setup & Logistics, Stage & Session Support;Yes;;;;;;Yes;October 22 - Morning (Breakdown), October 21 - Morning, October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup);;Yes;Yes;;Yes;Yes;;3;LinkedIn;;;Yes
sub_0182;resp_0182;2026-09-27T07:00;Emma;Peeters;https://www.linkedin.com/in/emma-peeters-182;+32475431282;emma.peeters182@example.com;Vegan;S;Noah Willems;+32481661769;I volunteered at events before and would like to support the team.;No;;;Yes;VTK Gent;Setup & Logistics, Food & Drinks, Info & Welcome, Technical Support;Yes;Yes;;Yes;Yes;;;October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 21 - Evening, October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;Yes;Yes;3;Tectonic website;;;Yes
sub_0183;resp_0183;2026-09-27T12:00;Maxime;Jacobs;https://www.linkedin.com/in/maxime-jacobs-183;+32476514013;maxime.jacobs183@example.com;Vegetarian;M;Thomas Wouters;+32482559464;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Stage & Session Support, Setup & Logistics;Yes;;;;;;Yes;October 21 - Morning;;Yes;;;;;;2;Friend;;;Yes
sub_0184;resp_0184;2026-09-27T17:00;Elise;Aerts;https://www.linkedin.com/in/elise-aerts-184;+32477979786;elise.aerts184@example.com;Gluten-free;M;Seppe Vermeire;+32488351152;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Info & Welcome, Runner & Flexible Support, Food & Drinks, Stage & Session Support, Setup & Logistics, Technical Support;Yes;Yes;Yes;Yes;Yes;Yes;Yes;October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Morning;Yes;Yes;;;;Yes;;3;University;;;Yes
sub_0185;resp_0185;2026-09-27T22:00;Emma;Mertens;https://www.linkedin.com/in/emma-mertens-185;+32471207369;emma.mertens185@example.com;Gluten-free;XL;Maxime Vermeire;+32484757843;I volunteered at events before and would like to support the team.;Yes;;;Yes;Ekonomika;Info & Welcome, Setup & Logistics, Stage & Session Support, Food & Drinks;Yes;;;Yes;Yes;;Yes;October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup);;;Yes;;;Yes;;4+;Previous volunteer;;;Yes
sub_0186;resp_0186;2026-09-28T03:00;Maxime;Goossens;https://www.linkedin.com/in/maxime-goossens-186;+32479318729;maxime.goossens186@example.com;None;S;Hanne Vandamme;+32486379342;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;Student Ghentrepreneur;Runner & Flexible Support, Stage & Session Support, Info & Welcome, Technical Support;;Yes;;Yes;;Yes;Yes;October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 21 - Evening;Yes;;Yes;Yes;Yes;Yes;Yes;3;Friend;;;Yes
sub_0187;resp_0187;2026-09-28T08:00;Amelie;Goossens;https://www.linkedin.com/in/amelie-goossens-187;+32478500558;amelie.goossens187@example.com;Vegetarian;S;Louis Peeters;+32482722069;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;Student Ghentrepreneur;Info & Welcome, Stage & Session Support, Technical Support, Setup & Logistics;Yes;Yes;;Yes;;;Yes;October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Evening, October 20 - Morning (Hackathon or Setup);Yes;;;Yes;Yes;;Yes;1;University;;;Yes
sub_0188;resp_0188;2026-09-28T13:00;Mathias;Peeters;https://www.linkedin.com/in/mathias-peeters-188;+32474739945;mathias.peeters188@example.com;Vegan;M;Mathias Baert;+32488937865;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Food & Drinks, Runner & Flexible Support, Guest Flow & Stewarding, Info & Welcome;;;Yes;Yes;Yes;Yes;Yes;October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Evening, October 21 - Afternoon, October 21 - Morning;;Yes;Yes;Yes;;Yes;Yes;2;Friend;;;Yes
sub_0189;resp_0189;2026-09-28T18:00;Hanne;Goossens;https://www.linkedin.com/in/hanne-goossens-189;+32473754070;hanne.goossens189@example.com;Vegan;M;Manon Van Damme;+32482794516;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding;;;Yes;;;;;October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup);Yes;;Yes;Yes;Yes;Yes;Yes;2;Friend;;;Yes
sub_0190;resp_0190;2026-09-28T23:00;Bram;Aerts;https://www.linkedin.com/in/bram-aerts-190;+32478558212;bram.aerts190@example.com;Vegan;L;Laura De Clercq;+32483258817;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Technical Support, Guest Flow & Stewarding;;Yes;Yes;;;;Yes;October 21 - Evening, October 20 - Morning (Hackathon or Setup);Yes;;;Yes;;;;1;University;;;Yes
sub_0191;resp_0191;2026-09-29T04:00;Bram;Van Damme;https://www.linkedin.com/in/bram-van-damme-191;+32475164755;bram.vandamme191@example.com;Vegetarian;M;Camille De Smet;+32488597490;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;AIESEC Ghent;Info & Welcome, Food & Drinks, Technical Support, Runner & Flexible Support, Guest Flow & Stewarding;;Yes;Yes;Yes;Yes;Yes;;October 20 - Morning (Hackathon or Setup), October 21 - Evening, October 22 - Morning (Breakdown), October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup), October 21 - Morning;Yes;Yes;Yes;Yes;Yes;Yes;;4+;University;;;Yes
sub_0192;resp_0192;2026-09-29T09:00;Sophie;De Clercq;https://www.linkedin.com/in/sophie-de-clercq-192;+32476793064;sophie.declercq192@example.com;None;L;Nina Willems;+32489453929;I volunteered at events before and would like to support the team.;Yes;;;Yes;VTK Gent;Runner & Flexible Support, Food & Drinks, Guest Flow & Stewarding;;;Yes;;Yes;Yes;;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup);Yes;Yes;;;Yes;Yes;Yes;3;University;;;Yes
sub_0193;resp_0193;2026-09-29T14:00;Louis;Vermeire;https://www.linkedin.com/in/louis-vermeire-193;+32471890282;louis.vermeire193@example.com;;M;Lotte Willems;+32485808610;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Runner & Flexible Support, Stage & Session Support, Info & Welcome, Guest Flow & Stewarding;;;Yes;Yes;;Yes;Yes;October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Morning;Yes;Yes;;Yes;Yes;Yes;Yes;1;Previous volunteer;;;Yes
sub_0194;resp_0194;2026-09-29T19:00;Seppe;De Smet;https://www.linkedin.com/in/seppe-de-smet-194;+32479571853;seppe.desmet194@example.com;Vegetarian;L;Felix Janssens;+32487401894;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Food & Drinks, Setup & Logistics, Guest Flow & Stewarding;Yes;;Yes;;Yes;;;October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 21 - Afternoon, October 21 - Evening;Yes;Yes;Yes;Yes;Yes;Yes;;3;University;;;Yes
sub_0195;resp_0195;2026-09-30T00:00;Liam;Peeters;https://www.linkedin.com/in/liam-peeters-195;+32475935483;liam.peeters195@example.com;Vegan;M;Felix Maes;+32484136946;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Technical Support, Food & Drinks, Info & Welcome, Stage & Session Support, Guest Flow & Stewarding;;Yes;Yes;Yes;Yes;;Yes;October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 22 - Morning (Breakdown), October 21 - Morning, October 20 - Evening (Hackathon or Setup);;Yes;Yes;;Yes;Yes;Yes;4+;Friend;;;Yes
sub_0196;resp_0196;2026-09-30T05:00;Jules;Wouters;https://www.linkedin.com/in/jules-wouters-196;+32471670091;jules.wouters196@example.com;None;M;Thomas Janssens;+32486052539;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Technical Support, Stage & Session Support, Food & Drinks, Guest Flow & Stewarding;;Yes;Yes;;Yes;;Yes;October 21 - Evening;;;;Yes;;;;2;Previous volunteer;;;Yes
sub_0197;resp_0197;2026-09-30T10:00;Camille;De Clercq;https://www.linkedin.com/in/camille-de-clercq-197;+32474579482;camille.declercq197@example.com;Vegetarian;M;Milan De Smet;+32484664903;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Technical Support, Food & Drinks, Setup & Logistics;Yes;Yes;;;Yes;;;October 21 - Morning, October 21 - Evening, October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;Yes;;Yes;Yes;Yes;Yes;2;Previous volunteer;;;Yes
sub_0198;resp_0198;2026-09-30T15:00;Milan;Verhoeven;https://www.linkedin.com/in/milan-verhoeven-198;+32472902100;milan.verhoeven198@example.com;Vegan;M;Mathias De Smet;+32481414493;I volunteered at events before and would like to support the team.;Yes;;;Yes;AIESEC Ghent;Runner & Flexible Support, Food & Drinks, Stage & Session Support;;;;;Yes;Yes;Yes;October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon;Yes;;Yes;;;Yes;;No preference;Friend;;;Yes
sub_0199;resp_0199;2026-09-30T20:00;Victor;Claes;https://www.linkedin.com/in/victor-claes-199;+32478117053;victor.claes199@example.com;;M;Mathias Van Damme;+32482209981;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Setup & Logistics, Stage & Session Support, Technical Support;Yes;Yes;;;;;Yes;October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 21 - Evening, October 21 - Morning;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No preference;Previous volunteer;;;Yes
sub_0200;resp_0200;2026-10-01T01:00;Camille;Janssens;https://www.linkedin.com/in/camille-janssens-200;+32478568632;camille.janssens200@example.com;Vegan;M;Camille Peeters;+32487534756;I would like to help make the event run smoothly and meet new people.;Yes;;;Yes;AIESEC Ghent;Setup & Logistics, Technical Support;Yes;Yes;;;;;;October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 21 - Evening, October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;;Yes;2;Previous volunteer;;;Yes
